"","id","ntile","ntile_e","ntile_o","meanpercodd","meanperceven","revindex_odd","revindex_even","revindex","meanconf_new","meanconf_corr","meanconf_incorr","meanur","X.1","X","order","trial","gender","age","manipulation","group","preforder","eyedom","stais","stait","debriefq1","debriefq2","debriefq3","fsq","included","comments","fullspiderbreak","partialspiderthrough","spider","shockprob","precshock","randomguess","sessiondate","sessiontime","procedure","stage","visresp","visrt","confresp","confrt","dcm1","dcm2","dcm3","bleedlevel","meanperc","medianperc","medianresp","meanresp","medianconf","meanconf","meanus","iscorrect","correctresp","correctrespn","stim","firstunsafespidertype","ctrial","ntrials","logdcm2","trialeven","ordertype","spidernum","visrespnum","shockapplied","hasproblem"
"1","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,257,257,"A",1,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider B","random",NA,18,"12/30/2011","16:04:54","CSminus","Acquisition",1,1051,1,529,0.62577,0.49816,0.42358,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,0,0.466666666666667,14,"CSminus","X",1,32,0.404237688470116,FALSE,"RevSpAFirst",1,0,0,"TRUE"
"2","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,258,258,"A",2,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider A","random",NA,18,"12/30/2011","16:04:54","CSplusUS","Acquisition",1,1648,1,814,0.096754,0.43146,4.7852,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,0,0.466666666666667,14,"CSplus","X",1,32,0.358694902448198,TRUE,"RevSpAFirst",0,0,1,"TRUE"
"3","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,259,259,"A",3,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider B","random",1,18,"12/30/2011","16:04:54","CSminus","Acquisition",1,1659,1,1225,1.9492,0.0060439,1.9331,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,0,0.466666666666667,14,"CSminus","X",2,32,0.00602570889640444,FALSE,"RevSpAFirst",1,0,0,"TRUE"
"4","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,260,260,"A",4,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider A","random",NA,18,"12/30/2011","16:04:54","CSplusUS","Acquisition",NA,NA,3,1757,0.91089,1.7552,3.859,NA,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,NA,0.466666666666667,14,"CSplus","X",2,32,1.01349003525127,TRUE,"RevSpAFirst",0,NA,1,"TRUE"
"5","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,261,261,"A",5,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider B","random",1,18,"12/30/2011","16:04:54","CSminus","Acquisition",1,861,1,1723,1.1008,1.2616,0.0194,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,0,0.466666666666667,14,"CSminus","X",3,32,0.816072527397244,FALSE,"RevSpAFirst",1,0,0,"TRUE"
"6","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,262,262,"A",6,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider A","random",NA,18,"12/30/2011","16:04:54","CSplusUS","Acquisition",NA,NA,1,171,0.88017,2.1965,3.0213,NA,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,NA,0.466666666666667,14,"CSplus","X",3,32,1.16205646122464,TRUE,"RevSpAFirst",0,NA,1,"TRUE"
"7","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,263,263,"A",7,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider B","random",1,18,"12/30/2011","16:04:54","CSminus","Acquisition",1,1234,1,1855,1.1209,0.36954,0.34975,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,0,0.466666666666667,14,"CSminus","X",4,32,0.314474917034509,FALSE,"RevSpAFirst",1,0,0,"TRUE"
"8","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,264,264,"A",8,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider A","random",NA,18,"12/30/2011","16:04:54","CSplusUS","Acquisition",1,659,1,1160,1.5602,1.8918,2.6299,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,0,0.466666666666667,14,"CSplus","X",4,32,1.06187914561189,TRUE,"RevSpAFirst",0,0,1,"TRUE"
"9","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,265,265,"A",9,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider B","random",1,18,"12/30/2011","16:04:54","CSminus","Acquisition",2,879,1,700,1.1295,0.71286,0.3002,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,1,0.466666666666667,14,"CSminus","X",5,32,0.538164488039432,FALSE,"RevSpAFirst",1,1,0,"TRUE"
"10","1111",2,2,3,0.115384615384615,0.0416666666666667,0.914260683333333,0.117315,0.7349320125,1.36,1.36363636363636,1.36363636363636,1.949008125,266,266,"A",10,"M",24,"CFS","Unaware","A",1,23,31,1,3,3,27,"Yes","","","","Spider B","random",NA,18,"12/30/2011","16:04:54","CSminus","Acquisition",2,1885,1,1490,1.5011,1.621,1.0191,0,0.08,0,1,1.46666666666667,1,1.38709677419355,0.907697196875,1,0.466666666666667,14,"CSminus","X",6,32,0.963555924341269,TRUE,"RevSpAFirst",1,1,0,"TRUE"
